"ID","Site","TR","QUAD","Geno","GLS","SLA","Obs","Stg","FLN","FRN","INH","PL1","PL2","Nec","TCO","LFN","DLN","AvgPCD","herbType","y","date","H","W","FRL","PC","FLA","notes","x.2","trip","genoSuspect"
"p1041","TWM","2",1,NA,NA,NA,"KM","R",0,0,"0",NA,NA,NA,NA,"5",0,0,"","50-23","7/10/24",4,5,NA,NA,NA,"","16.7",2,"hyb"
"p1042","TWM","2",1,NA,NA,NA,"MS","R",0,0,"0",NA,NA,NA,NA,"7",0,0,"","19","7/10/24",7,12,NA,NA,NA,"","30",2,"hyb"
"p1043","TWM","2",1,NA,NA,NA,"KM","R",0,0,"0",NA,NA,NA,NA,"5",0,0,"","50-12.3","7/10/24",8,5,NA,NA,NA,"","24.3",2,"hyb"
"p1044","TWM","2",1,NA,NA,NA,"KM","R",0,0,"0",NA,NA,NA,NA,"10",0,0,"","50-15","7/10/24",25,24,NA,NA,NA,"","26",2,"hyb"
"p1045","TWM","2",1,NA,245,NA,"MS","SO",0,6,"80",NA,NA,NA,NA,"28",1,5,"chew","24","7/10/24",284,24,NA,NA,NA,"1 fl gall","9.5",2,"hyb"
"p1046","TWM","2",1,NA,NA,NA,"KM","R",0,0,"0",NA,NA,NA,NA,"7",0,0,"","50-16.5","7/10/24",10,8,NA,NA,NA,"p1046-1047 share a nail","50-9",2,"hyb"
"p1047","TWM","2",1,NA,NA,NA,"KM","R",0,0,"0",NA,NA,NA,NA,"6",0,0,"","50-17.8","7/10/24",16,13,NA,NA,NA,"p1046-1047 share a nail","50-9.8",2,"hyb"
"p1048","TWM","2",1,NA,NA,NA,"MS","R",0,0,"0",NA,NA,NA,NA,"10",1,5,"chew","24","7/10/24",22,20,NA,NA,NA,"nail 5cm S","7.5",2,"hyb"
"p1049","TWM","2",1,NA,NA,NA,"KM","R",0,0,"0",NA,NA,NA,NA,"12",0,0,"","50-19","7/10/24",36,39,NA,NA,NA,"BWR","50-9",2,"hyb"
"p105","SOV","1",1,"1",102,1,"KM","FS",6,6,"4.9",0.4,0.9,0,"0","26",4,15,"chewing","312","6/20/24",30.9,4.3,"0.9",1,1,"2R & old stalk","-58.5",1,"str"
"p1050","TWM","2",1,NA,NA,NA,"MS","R",0,0,"0",NA,NA,NA,NA,"10",1,40,"window","27","7/10/24",15,18,NA,NA,NA,"nail to E","18",2,"hyb"
"p1051","TWM","2",1,NA,NA,NA,"KM","R",0,0,"0",NA,NA,NA,NA,"8",0,0,"","50-22","7/10/24",17,16,NA,NA,NA,"p1051-p1052 share a nail","50-15",2,"hyb"
"p1052","TWM","2",1,NA,NA,NA,"KM","R",0,0,"0",NA,NA,NA,NA,"18",0,0,"","50-22.5","7/10/24",46,27,NA,NA,NA,"p1051-p1052 share a nail; 2 rosettes","50-13.5",2,"hyb"
"p1053","TWM","2",2,"1",247,NA,"KM","R",0,0,"0",NA,NA,NA,NA,"17",2,5,"chew; window","3","7/10/24",33,32,NA,NA,NA,"BWR","3.5",2,"ret"
"p1054","TWM","2",2,NA,NA,NA,"MS","R",0,0,"0",NA,NA,NA,NA,"5",0,0,"","50-4","7/10/24",4,10,NA,NA,NA,"","2.5",2,"ret"
"p1055","TWM","2",2,NA,NA,NA,"MS","R",0,0,"0",NA,NA,NA,NA,"11",0,0,"","50-13.5","7/10/24",2,15,NA,NA,NA,"nail 3cm SE","13",2,"ret"
"p1056","TWM","2",2,NA,NA,NA,"KM","R",0,0,"0",NA,NA,NA,NA,"5",1,10,"chew; window","7","7/10/24",18,21,NA,NA,NA,"","3",2,"ret"
"p1057","TWM","2",2,NA,NA,NA,"MS","R",0,0,"0",NA,NA,NA,NA,"5",0,0,"","50-16","7/10/24",15,12,NA,NA,NA,"","6",2,"ret"
"p1058","TWM","2",2,NA,NA,NA,"KM","R",0,0,"0",NA,NA,NA,NA,"10",0,0,"","17.5","7/10/24",16,17,NA,NA,NA,"BWR","25.5",2,"ret"
"p1059","TWM","2",2,"1",NA,NA,"KM","R",0,0,"0",NA,NA,NA,NA,"11",1,5,"window","18","7/10/24",32,35,NA,NA,NA,"","29.5",2,"ret"
"p106","SOV","1",1,NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"6",0,0,"","334","6/20/24",1.5,1.6,"",NA,NA,"","-62",1,"str"
"p1060","TWM","2",2,NA,NA,NA,"MS","R",0,0,"0",NA,NA,NA,NA,"7",0,0,"","50-15.5","7/10/24",10,15,NA,NA,NA,"nail 3cm S","28",2,"ret"
"p1061","TWM","2",2,NA,NA,NA,"KM","FS",3,7,"84",NA,NA,NA,NA,"13",0,0,"","3.8","7/10/24",303,20,NA,NA,NA,"","50-11.5",2,"ret"
"p1062","TWM","2",2,NA,NA,NA,"MS","R",0,0,"0",NA,NA,NA,NA,"9",0,0,"","50-14","7/10/24",10,13,NA,NA,NA,"","31",2,"ret"
"p1063","TWM","2",2,NA,NA,NA,"KM","R",0,0,"0",NA,NA,NA,NA,"10",0,0,"","18.5","7/10/24",16,10,NA,NA,NA,"","1.7",2,"ret"
"p1064","TWM","2",2,NA,NA,NA,"MS","R",0,0,"0",NA,NA,NA,NA,"6",0,0,"","50-19","7/10/24",9,13,NA,NA,NA,"","29",2,"ret"
"p1065","TWM","2",2,NA,NA,NA,"KM","R",0,0,"0",NA,NA,NA,NA,"8",0,0,"","24.5","7/10/24",16,19,NA,NA,NA,"nail to E","5.5",2,"ret"
"p1066","TWM","2",2,NA,NA,NA,"KM","R",0,0,"0",NA,NA,NA,NA,"9",0,0,"","28","7/10/24",14,20,NA,NA,NA,"","7",2,"ret"
"p1067","TWM","2",2,NA,NA,NA,"MS","FS",10,3,"40",NA,NA,NA,NA,"29",1,100,"absent","50-2","7/10/24",215,15,NA,NA,NA,"p1067-p1068 share nail 4cm to SE","32",2,"ret"
"p1068","TWM","2",2,NA,NA,NA,"MS","FS",4,3,"20",NA,NA,NA,NA,"18",0,0,"","50-3","7/10/24",178,10,NA,NA,NA,"p1067-p1068 share nail 4cm to SE","34",2,"ret"
"p1069","TWM","2",2,NA,NA,NA,"KM","R",0,0,"0",NA,NA,NA,NA,"9",0,0,"","28","7/10/24",9,16,NA,NA,NA,"","50-8.5",2,"ret"
"p107","SOV","1",1,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"5",0,0,"","380","6/20/24",0.2,0.3,"",NA,NA,"","-39.6",1,"str"
"p1070","TWM","2",2,NA,NA,NA,"KM","R",0,0,"0",NA,NA,NA,NA,"17",3,10,"window","28.1","7/10/24",37,16,NA,NA,NA,"p1070-p1071 share nail in between","23.5",2,"ret"
"p1071","TWM","2",2,NA,NA,NA,"KM","R",0,0,"0",NA,NA,NA,NA,"15",2,5,"chew; window","29","7/10/24",17,21,NA,NA,NA,"p1070-p1071 share nail in between","25",2,"ret"
"p1072","TWM","2",2,NA,NA,NA,"MS","R",0,0,"0",NA,NA,NA,NA,"6",0,0,"","50-4","7/10/24",3,15,NA,NA,NA,"","2",2,"ret"
"p1073","TWM","2",2,NA,NA,NA,"MS","R",0,0,"0",NA,NA,NA,NA,"8",0,0,"","50-4","7/10/24",10,18,NA,NA,NA,"","50-4",2,"ret"
"p1074","TWM","2",2,NA,NA,NA,"KM","R",0,0,"0",NA,NA,NA,NA,"11",0,0,"","36.2","7/10/24",31,19,NA,NA,NA,"BWR","50-8.5",2,"ret"
"p1075","TWM","2",2,NA,NA,NA,"MS","FS",10,5,"62",NA,NA,NA,NA,"22",2,5,"chew","50-8","7/10/24",299,18,NA,NA,NA,"","50-2",2,"ret"
"p1076","TWM","2",2,NA,NA,NA,"KM","R",0,0,"0",NA,NA,NA,NA,"9",0,0,"","50-11","7/10/24",12,10,NA,NA,NA,"","50-9",2,"ret"
"p1077","TWM","1",1,NA,NA,NA,"KM","R",0,0,"0",NA,NA,NA,NA,"9",0,0,"","25","7/10/24",4,10,NA,NA,NA,"nail 1 cm SW; sticking out","3.5",2,"hyb"
"p1078","TWM","1",1,NA,NA,NA,"MS","R",0,0,"0",NA,NA,NA,NA,"14",0,0,"","35.5","7/10/24",21,18,NA,NA,NA,"nail 3cm to S; 1/2 out","50-5",2,"hyb"
"p1079","TWM","1",1,NA,NA,NA,"MS","R",0,0,"0",NA,NA,NA,NA,"6",0,0,"","30","7/10/24",14,13,NA,NA,NA,"","50-14",2,"hyb"
"p108","SOV","1",1,"1",105,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"12",0,0,"","391.4","6/20/24",1.8,3,"",NA,NA,"","-80",1,"str"
"p1080","TWM","1",1,NA,NA,NA,"MS","R",0,0,"0",NA,NA,NA,NA,"8",0,0,"","32","7/10/24",12,20,NA,NA,NA,"black spots; 2nd nail 1/2 out","50-15",2,"hyb"
"p1081","TWM","1",1,NA,NA,NA,"KM","R",0,0,"0",NA,NA,NA,NA,"11",0,0,"","50-20.5","7/10/24",21,14,NA,NA,NA,"BWR; nail to E 3cm; sticking out","7.5",2,"hyb"
"p1082","TWM","1",1,NA,NA,NA,"KM","R",0,0,"0",NA,NA,NA,NA,"6",1,20,"chew","50-20","7/10/24",6,14,NA,NA,NA,"","4",2,"hyb"
"p1083","TWM","1",1,NA,NA,NA,"KM","R",0,0,"0",NA,NA,NA,NA,"4",0,0,"","50-6","7/10/24",7,9,NA,NA,NA,"","50-16.5",2,"hyb"
"p1084","TWM","1",1,NA,NA,NA,"MS","R",0,0,"0",NA,NA,NA,NA,"6",0,0,"","40","7/10/24",7,5,NA,NA,NA,"nail to SE; 1/2 way out; wonky","50-0.5",2,"hyb"
"p1085","TWM","1",1,NA,NA,NA,"MS","R",0,0,"0",NA,NA,NA,NA,"10",0,0,"","48","7/10/24",10,6,NA,NA,NA,"","50-1.5",2,"hyb"
"p1086","TWM","1",1,NA,NA,NA,"KM","R",0,0,"0",NA,NA,NA,NA,"3",0,0,"","11.5","7/10/24",6,10,NA,NA,NA,"nail to E","29.7",2,"hyb"
"p1087","TWM","1",1,NA,NA,NA,"KM","R",0,0,"0",NA,NA,NA,NA,"7",0,0,"","50-8.5","7/10/24",5,18,NA,NA,NA,"","50-15.5",2,"hyb"
"p1088","TWM","1",1,NA,NA,NA,"MS","R",0,0,"0",NA,NA,NA,NA,"10",0,0,"","43.5","7/10/24",7,11,NA,NA,NA,"syrphid dly larvae (eating aphids?)","50-10",2,"hyb"
"p1089","TWM","1",1,NA,NA,NA,"MS","R",0,0,"0",NA,NA,NA,NA,"9",0,0,"","45","7/10/24",5,8,NA,NA,NA,"","50-9.5",2,"hyb"
"p109","SOV","1",1,"1",NA,NA,"KM","FS",2,2,"2.7",0.4,0.6,0,"0","15",NA,NA,"","331","6/20/24",25,2.8,"0.8",1,1,"wilted and dead old stalk","-105",1,"str"
"p1090","TWM","1",2,NA,NA,NA,"MS","R",0,0,"0",NA,NA,NA,NA,"6",0,0,"","6","7/10/24",8,7,NA,NA,NA,"nail to N","75",2,"hyb"
"p1091","TWM","1",2,NA,NA,NA,"MS","R",0,0,"0",NA,NA,NA,NA,"4",0,0,"","2.5","7/10/24",8,15,NA,NA,NA,"","61",2,"hyb"
"p1092","TWM","1",2,NA,NA,NA,"MS","R",0,0,"0",NA,NA,NA,NA,"7",0,0,"","11.5","7/10/24",9,12,NA,NA,NA,"","66.5",2,"hyb"
"p1093","TWM","1",2,NA,NA,NA,"KM","R",0,0,"0",NA,NA,NA,NA,"9",0,0,"","32.5","7/10/24",29,14,NA,NA,NA,"BWR","4",2,"hyb"
"p1094","TWM","1",2,NA,NA,NA,"KM","R",0,0,"0",NA,NA,NA,NA,"5",0,0,"","25","7/10/24",9,7,NA,NA,NA,"nail to E","19.3",2,"hyb"
"p1095","TWM","1",2,NA,NA,NA,"KM","R",0,0,"0",NA,NA,NA,NA,"10",3,5,"window","11.5","7/10/24",10,12,NA,NA,NA,"nail 4cm to S","20.5",2,"hyb"
"p1096","TWM","1",2,NA,NA,NA,"KM","R",0,0,"0",NA,NA,NA,NA,"9",1,5,"window","4","7/10/24",11,22,NA,NA,NA,"","12.5",2,"hyb"
"p1097","TWM","1",2,NA,NA,NA,"MS","R",0,0,"0",NA,NA,NA,NA,"10",0,0,"","23.5","7/10/24",8,14,NA,NA,NA,"nail to W","69.5",2,"hyb"
"p1098","TWM","1",2,NA,NA,NA,"KM","R",0,0,"0",NA,NA,NA,NA,"4",0,0,"","6","7/10/24",5,8,NA,NA,NA,"nail to W","26.5",2,"hyb"
"p1099","TWM","1",2,NA,NA,NA,"MS","R",0,0,"0",NA,NA,NA,NA,"4",0,0,"","24.5","7/10/24",3,9,NA,NA,NA,"","100-36",2,"hyb"
"p110","SOV","1",1,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"10",0,0,"","352","6/20/24",3.8,3.2,"",NA,NA,"","-47",1,"str"
"p1100","TWM","1",2,NA,NA,NA,"KM","R",0,0,"0",NA,NA,NA,NA,"5",0,0,"","28","7/10/24",9,10,NA,NA,NA,"","41.4",2,"hyb"
"p1101","TWM","1",2,NA,NA,NA,"KM","R",0,0,"0",NA,NA,NA,NA,"5",0,0,"","37","7/10/24",4,6,NA,NA,NA,"","41.5",2,"hyb"
"p1102","TWM","1",2,NA,NA,NA,"MS","R",0,0,"0",NA,NA,NA,NA,"12",0,0,"","13","7/10/24",13,16,NA,NA,NA,"","100-44",2,"hyb"
"p1103","TWM","1",2,NA,NA,NA,"KM","R",0,0,"0",NA,NA,NA,NA,"4",0,0,"","45.5","7/10/24",6,6,NA,NA,NA,"nail 4cm to S","46.5",2,"hyb"
"p1104","TWM","1",2,NA,NA,NA,"KM","R",0,0,"0",NA,NA,NA,NA,"8",2,5,"window","58","7/10/24",10,15,NA,NA,NA,"nail 5cm to S","50",2,"hyb"
"p1105","TWM","1",2,NA,NA,NA,"MS","R",0,0,"0",NA,NA,NA,NA,"7",0,0,"","26.5","7/10/24",7,7,NA,NA,NA,"p1105-p1106 share nail; sticking up to E","100-48",2,"hyb"
"p1106","TWM","1",2,NA,NA,NA,"MS","R",0,0,"0",NA,NA,NA,NA,"4",0,0,"","26","7/10/24",3,5,NA,NA,NA,"p1105-p1106 share nail; sticking up to E","100-50",2,"hyb"
"p111","SOV","1",1,"1",104,1,"CR","FS",3,1,"2",0.4,0.8,0,"0","32",2,10,"chewing; window","376","6/20/24",21.6,24.2,"0.8",1,1,"2 old stalks","-123",1,"str"
"p112","SOV","1",1,"1",103,0,"KM","FS",5,4,"2.3",0.3,0.6,0,"0","24",0,0,"","320.2","6/20/24",26,1.9,"2.1",1,1,"","-145.5",1,"str"
"p113","SOV","1",1,NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"9",0,0,"","339.3","6/20/24",2.6,2.2,"",NA,NA,"rosette to the west","-140",1,"str"
"p114","SOV","1",1,"1",106,1,"CR","FS",5,4,"4.6",0.2,0.8,0,"0","42",2,5,"window","364","6/20/24",49.4,4.8,"2.2",1,1,"","-128",1,"str"
"p115","SOV","1",1,"1",107,1,"KM","FS",8,9,"4.8",0.4,0.8,0,"0","47",3,5,"mining","329","6/20/24",26.3,3.8,"2.9",1,1,"1 old stalk","-157",1,"str"
"p116","SOV","1",1,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"5",0,0,"","372","6/20/24",0.8,0.8,"",NA,NA,"","-151",1,"str"
"p117","SOV","1",1,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"5",0,0,"","373","6/20/24",1,0.8,"",NA,NA,"1 R to NW 1cm","-155",1,"str"
"p118","SOV","1",1,"1",108,1,"KM","FS",6,8,"7.8",0.4,0.9,0,"0","31",1,5,"window","334","6/20/24",38.2,2.7,"2.6",1,1,"old stalk","-160.5",1,"str"
"p119","SOV","1",1,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"7",1,5,"window","386","6/20/24",2.1,1.9,"",NA,NA,"nail to the left of pla","-198",1,"str"
"p120","SOV","1",1,"1",110,1,"CR","FS",15,10,"5.4",0.6,1,0,"0","68",2,5,"window","388","6/20/24",54.2,6.9,"1.8",1,1,"6 old stalks","-196",1,"str"
"p121","SOV","1",1,"1",109,1,"KM","FS",7,5,"3.1",0.5,0.9,0,"0","33",0,0,"","334","6/20/24",24.2,3.7,"1.1",1,1,"","-169",1,"str"
"p529","UTWM","str1",NA,"1",175,1,"MS","FS",2,10,"124",5,10,0,NA,"32",0,0,"",NA,"6/24/24",527,55,"45",1,1,"",NA,1,"str"
"p530","UTWM","str1",NA,"1",176,1,"CR","FS",5,3,"49",5,11,0,NA,"14",0,0,"",NA,"6/24/24",292,63,"12",1,1,"",NA,1,"str"
"p531","UTWM","str1",NA,"1",177,1,"MS","FS",7,8,"127",5,10,0,NA,"32",0,0,"",NA,"6/24/24",522,50,"45",1,1,"",NA,1,"str"
"p532","UTWM","str1",NA,"1",181,1,"MS","FS",9,13,"207",5,10,0,NA,"52",0,0,"",NA,"6/24/24",680,70,"56",1,1,"1 flower gall",NA,1,"str"
"p533","UTWM","str1",NA,"1",180,1,"CR","FS",4,16,"146",5,11,0,NA,"35",1,5,"chewing",NA,"6/24/24",670,59,"49",1,1,"",NA,1,"str"
"p534","UTWM","str1",NA,"1",182,1,"CR","FS",3,6,"86",5,10,0,NA,"25",0,0,"",NA,"6/24/24",508,36,"39",1,1,"silver moth",NA,1,"str"
"p535","UTWM","str1",NA,"1",184,1,"MS","FS",5,7,"80",5,10,0,NA,"21",0,0,"",NA,"6/24/24",357,42,"30",1,1,"",NA,1,"str"
"p536","UTWM","str1",NA,"1",183,1,"CR","FS",5,16,"99",4,9,0,NA,"51",1,25,"chewing",NA,"6/24/24",472,48,"41",1,1,"",NA,1,"str"
"p537","UTWM","str1",NA,"1",187,1,"MS","FS",5,4,"58",6,10,0,NA,"21",0,0,"",NA,"6/24/24",531,45,"23",1,1,"",NA,1,"str"
"p538","UTWM","str1",NA,"1",186,1,"CR","FS",4,6,"65",3,7,0,NA,"37",2,30,"chewing",NA,"6/24/24",335,65,"24",1,1,"caterpilar; petals dry !!!",NA,1,"str"
"p539","UTWM","str1",NA,"1",185,1,"MS","FS",7,9,"116",4,7,0,NA,"26",4,5,"chewing; window",NA,"6/24/24",690,50,"36",1,1,"",NA,1,"str"
"p540","UTWM","str1",NA,"1",188,1,"CR","FS",2,12,"113",5,10,0,NA,"36",1,10,"chewing",NA,"6/24/24",496,43,"41",1,1,"leafhopper on inflorescence",NA,1,"str"
"p541","UTWM","str2",NA,"1",189,1,"CR","FS",4,4,"38",4,8.5,0,NA,"52",0,0,"",NA,"6/24/24",352,74,"14",1,1,"BWR",NA,1,"str"
"p542","UTWM","str2",NA,"1",194,1,"MS","FS",5,7,"51",6,10,0,NA,"39",8,10,"chewing; window",NA,"6/24/24",583,70,"27",1,1,"dry petals",NA,1,"str"
"p543","UTWM","str2",NA,"1",190,1,"CR","FS",5,2,"39",4,8,1,NA,"51",2,5,"window",NA,"6/24/24",333,67,"15",1,1,"",NA,1,"str"
"p544","UTWM","str2",NA,"1",191,1,"CR","FS",5,5,"55",6,11,0,NA,"59",9,5,"chewing; window",NA,"6/24/24",349,62,"15",1,1,"",NA,1,"str"
